CustomerID,Age,Gender,Tenure,AverageTransactionValue,PurchaseFrequency,LastPurchaseDaysAgo,TotalVisits,MembershipType,Region,EmailEngagement,DiscountUsage,Churn
C2504,39,Male,7,333.87,11,12,80,Basic,North,Low,1,0
C2505,45,Female,6,387.87,2,32,68,Gold,West,Medium,8,0
C2506,26,Male,5,292.51,2,162,97,Basic,East,Low,2,0
C2507,43,Female,3,163.28,9,83,59,Basic,East,Low,7,0
C2508,26,Female,3,292.81,1,33,48,Basic,East,High,3,0
C2509,32,Male,9,365.17,6,64,90,Platinum,South,Low,4,0
C2510,27,Female,4,399.42,3,48,18,Basic,East,Low,7,0
C2511,41,Male,9,567.9,5,16,87,Basic,West,Low,4,0
C2512,59,Female,4,488.67,8,178,9,Basic,South,High,9,0
C2513,25,Female,2,176.0,7,114,29,Basic,North,Medium,1,0
C2514,41,Female,4,187.09,4,151,54,Basic,East,Low,5,0
C2515,33,Female,6,150.25,8,26,77,Silver,West,Low,6,0
C2516,66,Male,6,469.09,11,54,75,Basic,West,Medium,0,0
C2517,43,Female,5,453.06,11,172,86,Silver,South,Low,9,0
C2518,44,Female,1,593.18,10,37,6,Basic,North,High,8,0
C2519,54,Male,3,361.01,11,9,14,Basic,South,Medium,5,0
C2520,21,Male,5,513.21,2,13,6,Silver,East,Low,3,0
C2521,67,Male,6,388.22,7,60,64,Basic,North,High,1,0
C2522,41,Male,1,537.04,5,106,49,Basic,North,Medium,8,0
C2523,36,Male,9,460.51,11,126,12,Basic,North,Low,5,0
C2524,53,Male,3,421.44,6,80,62,Basic,South,Medium,8,0
C2525,56,Female,3,382.56,3,128,11,Silver,West,Medium,1,0
C2526,27,Male,2,461.49,11,130,91,Silver,South,Low,4,1
C2527,42,Female,8,309.83,10,60,76,Silver,West,Medium,5,0
C2528,35,Male,3,148.29,7,115,25,Basic,South,Low,4,0
C2529,36,Female,6,119.99,7,43,51,Basic,West,High,5,0
C2530,53,Female,2,339.51,2,147,5,Basic,West,Medium,2,0
C2531,27,Female,7,399.65,1,124,16,Silver,North,Low,8,0
C2532,50,Male,4,139.42,10,139,79,Basic,West,Medium,1,0
C2533,67,Male,9,243.45,2,47,52,Basic,East,Medium,1,0
C2534,22,Male,9,261.02,8,63,98,Silver,East,High,4,0
C2535,64,Male,7,381.4,11,135,8,Basic,West,Medium,9,0
C2536,66,Female,8,239.24,10,94,38,Platinum,West,High,2,0
C2537,52,Male,3,147.82,3,123,91,Basic,West,Medium,1,0
C2538,61,Female,5,182.43,11,31,36,Silver,West,Low,5,0
C2539,51,Female,2,186.97,4,55,7,Basic,North,High,5,0
C2540,50,Male,7,521.35,8,153,96,Gold,East,Medium,6,0
C2541,38,Male,8,242.16,3,30,72,Basic,North,Medium,3,0
C2542,34,Male,9,457.35,6,36,61,Basic,East,High,7,0
C2543,39,Female,7,383.92,2,50,80,Basic,West,Medium,2,0
C2544,65,Male,8,588.52,3,142,28,Platinum,East,Low,9,0
C2545,54,Female,9,236.41,1,29,37,Platinum,East,High,0,0
C2546,32,Male,6,179.19,9,155,7,Basic,South,Low,4,0
C2547,52,Female,2,126.02,4,117,8,Silver,South,Medium,5,0
C2548,45,Male,2,220.48,6,178,34,Silver,West,Low,2,1
C2549,24,Male,4,442.04,7,36,74,Basic,North,Low,1,0
C2550,49,Female,9,142.63,2,162,53,Basic,South,Medium,2,0
C2551,28,Male,7,222.35,8,21,34,Platinum,West,Medium,2,0
C2552,27,Male,2,527.65,9,38,76,Basic,North,Medium,6,0
C2553,26,Male,8,391.48,10,75,86,Basic,South,High,0,0
C2554,31,Male,7,134.76,11,178,20,Basic,East,Medium,3,0
C2555,30,Male,9,123.84,2,126,57,Basic,South,Medium,2,0
C2556,42,Male,8,130.56,5,37,10,Silver,West,Medium,9,0
C2557,19,Male,3,570.94,2,120,28,Basic,South,Medium,6,0
C2558,52,Female,1,524.94,11,147,96,Basic,South,Medium,0,0
C2559,24,Female,2,522.47,5,118,93,Basic,North,Medium,7,0
C2560,38,Male,2,562.11,7,1,32,Basic,North,Medium,9,0
C2561,35,Male,4,352.63,6,168,25,Basic,East,Medium,6,0
C2562,20,Male,6,223.67,4,55,12,Gold,West,Medium,7,0
C2563,59,Female,4,300.67,2,154,40,Basic,East,Medium,7,0
C2564,56,Female,9,459.43,7,171,13,Silver,East,Low,8,0
C2565,58,Male,4,538.02,10,59,44,Basic,South,High,0,0
C2566,66,Female,6,317.55,9,51,89,Basic,East,Medium,8,0
C2567,28,Male,6,367.69,1,107,55,Basic,North,Low,0,0
C2568,56,Male,1,565.89,3,143,5,Silver,East,Low,2,1
C2569,41,Male,8,153.75,7,8,67,Gold,West,Medium,6,0
C2570,63,Male,3,531.15,9,94,72,Basic,East,Medium,7,0
C2571,36,Female,6,179.65,5,142,78,Basic,West,High,4,0
C2572,21,Female,3,341.93,7,97,30,Silver,West,Low,0,0
C2573,43,Male,2,209.21,10,7,44,Basic,East,Low,2,0
C2574,55,Female,5,401.47,7,18,7,Silver,East,High,6,0
C2575,59,Female,1,379.29,4,12,13,Basic,East,Low,1,0
C2576,49,Male,9,290.0,5,2,36,Silver,West,Medium,1,0
C2577,56,Female,7,531.65,2,178,71,Silver,North,Low,8,0
C2578,62,Male,3,429.91,8,93,8,Basic,South,Medium,5,0
C2579,63,Male,4,460.6,1,149,10,Silver,East,Low,3,0
C2580,53,Male,6,175.33,2,7,77,Basic,South,Medium,9,0
C2581,57,Male,3,541.58,3,12,30,Basic,East,Medium,8,0
C2582,54,Female,7,183.52,7,84,6,Basic,West,High,6,0
C2583,50,Male,6,211.39,6,57,70,Basic,West,Low,6,0
C2584,53,Female,9,164.03,7,78,89,Basic,South,Low,7,0
C2585,20,Male,5,320.18,11,74,90,Platinum,North,Low,2,0
C2586,26,Male,4,543.85,5,23,7,Silver,West,High,1,0
C2587,25,Female,3,226.22,4,30,39,Basic,South,Medium,0,0
C2588,50,Male,1,286.88,7,111,63,Gold,West,Medium,1,0
C2589,23,Female,3,523.03,3,58,42,Basic,East,Low,2,0
C2590,58,Female,3,408.91,10,95,37,Silver,South,Medium,4,0
C2591,56,Male,7,475.81,7,52,19,Basic,South,Medium,7,0
C2592,21,Male,7,207.0,2,56,79,Silver,East,Medium,2,0
C2593,30,Male,1,458.24,8,10,78,Silver,South,Medium,6,0
C2594,66,Male,3,213.81,6,147,18,Silver,East,Low,4,0
C2595,19,Male,8,593.66,3,147,70,Basic,North,Medium,4,0
C2596,22,Male,9,379.94,3,108,49,Basic,East,High,7,0
C2597,61,Female,7,447.82,5,87,52,Basic,North,High,9,0
C2598,44,Female,7,159.2,3,172,48,Basic,South,Medium,4,0
C2599,49,Male,8,225.33,6,84,41,Basic,East,Low,9,0
C2600,38,Female,6,169.87,2,4,33,Silver,South,Medium,6,0
C2601,25,Female,3,295.09,8,97,88,Gold,North,Low,9,0
C2602,55,Male,1,242.07,11,112,89,Basic,West,Low,7,1
C2603,25,Male,7,466.46,11,141,38,Basic,West,Medium,7,0
C2604,67,Female,1,154.35,9,67,63,Gold,West,High,2,0
C2605,20,Male,1,476.03,7,140,47,Gold,West,Low,3,1
C2606,61,Female,9,122.85,3,93,37,Basic,West,Low,7,0
C2607,20,Male,7,201.01,11,95,23,Basic,North,Medium,4,0
C2608,39,Female,4,495.98,10,41,12,Silver,West,Low,0,0
C2609,23,Female,6,471.39,4,164,35,Silver,West,Medium,6,0
C2610,19,Female,1,338.16,10,2,15,Basic,South,Low,2,0
C2611,40,Female,7,124.99,2,22,12,Silver,East,Low,1,0
C2612,61,Male,6,404.95,9,150,29,Silver,East,Medium,9,0
C2613,19,Male,4,303.36,5,41,24,Basic,East,High,4,0
C2614,55,Female,7,258.26,2,95,42,Silver,East,Medium,0,0
C2615,34,Female,3,420.21,10,116,11,Basic,North,High,8,0
C2616,52,Male,1,318.31,6,120,81,Silver,East,Low,9,1
C2617,51,Male,4,146.21,7,14,43,Silver,South,High,4,0
C2618,40,Female,3,557.98,2,93,78,Basic,North,Medium,5,0
C2619,47,Female,1,489.25,1,35,76,Silver,West,High,6,0
C2620,69,Female,2,128.19,7,178,24,Silver,South,Medium,8,0
C2621,25,Female,5,362.53,1,9,85,Platinum,South,Low,4,0
C2622,39,Female,8,141.69,3,118,15,Basic,West,Low,3,0
C2623,61,Male,1,518.64,4,96,20,Basic,West,Medium,2,0
C2624,53,Female,4,406.51,2,59,46,Platinum,South,Low,4,0
C2625,22,Male,4,186.22,7,56,94,Silver,North,High,9,0
C2626,30,Male,5,110.37,5,10,56,Gold,West,Low,9,0
C2627,46,Male,7,115.79,1,25,41,Basic,East,Medium,2,0
C2628,48,Female,8,353.68,8,173,56,Basic,South,Low,4,0
C2629,64,Male,6,467.19,10,11,13,Basic,South,Low,7,0
C2630,33,Male,1,160.42,7,101,39,Gold,West,Medium,1,0
C2631,59,Male,7,210.64,4,9,71,Gold,West,Medium,3,0
C2632,47,Male,3,263.63,2,135,99,Silver,East,High,7,0
C2633,33,Female,6,209.04,7,71,11,Basic,East,Low,4,0
C2634,29,Female,8,295.67,11,162,6,Basic,East,High,7,0
C2635,34,Male,7,379.81,2,83,29,Silver,East,Medium,5,0
C2636,33,Male,6,442.47,6,20,80,Silver,South,High,0,0
C2637,29,Female,9,581.89,1,114,98,Silver,West,Low,4,0
C2638,25,Female,9,565.42,7,89,98,Basic,North,Medium,9,0
C2639,37,Female,1,385.06,7,5,97,Basic,West,Medium,1,0
C2640,20,Male,1,467.08,4,112,45,Basic,West,Medium,6,0
C2641,33,Female,1,575.44,4,55,79,Silver,East,Low,9,0
C2642,47,Male,8,141.74,10,89,56,Basic,East,Medium,3,0
C2643,62,Male,7,102.82,5,15,91,Gold,South,Low,1,0
C2644,40,Female,3,114.9,2,176,85,Silver,East,Medium,0,0
C2645,45,Male,2,381.67,9,4,81,Basic,South,Medium,4,0
C2646,68,Female,4,481.42,10,78,69,Basic,West,Medium,9,0
C2647,57,Male,3,283.54,4,120,81,Gold,West,High,7,0
C2648,22,Female,7,372.62,11,113,42,Basic,West,Low,7,0
C2649,37,Male,8,358.18,9,21,71,Basic,South,Medium,9,0
C2650,57,Male,6,147.39,3,137,84,Gold,South,Medium,1,0
C2651,61,Female,3,260.79,9,66,46,Silver,South,Medium,5,0
C2652,18,Female,6,109.72,1,107,75,Silver,East,High,6,0
C2653,47,Female,2,155.35,7,163,58,Basic,North,High,9,0
C2654,38,Female,7,505.93,4,112,71,Gold,East,High,0,0
C2655,37,Male,7,514.71,7,117,82,Basic,North,High,4,0
C2656,23,Female,4,500.97,10,179,68,Basic,East,High,5,0
C2657,39,Female,8,463.41,6,128,84,Basic,West,Medium,6,0
C2658,35,Male,4,496.66,4,102,8,Basic,South,High,8,0
C2659,25,Female,7,435.49,4,78,35,Platinum,East,Medium,2,0
C2660,56,Female,4,434.92,8,37,17,Silver,South,Low,7,0
C2661,49,Male,5,433.68,7,6,31,Silver,East,Low,9,0
C2662,50,Female,7,357.02,4,82,63,Platinum,West,Low,2,0
C2663,33,Female,3,281.67,11,86,69,Basic,South,Medium,8,0
C2664,29,Female,5,465.1,6,82,68,Basic,West,Medium,7,0
C2665,55,Female,3,249.32,6,51,29,Silver,North,Low,8,0
C2666,69,Female,5,371.45,1,66,41,Silver,South,Medium,4,0
C2667,51,Female,3,316.68,2,96,79,Basic,East,Low,8,0
C2668,31,Male,7,238.31,4,145,77,Basic,South,High,2,0
C2669,53,Female,1,587.34,6,65,75,Basic,North,Medium,6,0
C2670,50,Male,9,229.38,6,9,18,Basic,North,High,2,0
C2671,40,Male,9,254.65,1,141,98,Basic,East,Low,5,0
C2672,67,Male,5,180.79,8,101,28,Basic,West,High,7,0
C2673,62,Male,9,511.49,2,158,71,Basic,South,Medium,1,0
C2674,19,Female,6,393.29,5,31,52,Basic,West,Medium,7,0
C2675,58,Female,5,406.52,4,151,95,Basic,West,Medium,0,0
C2676,38,Female,3,510.28,5,63,69,Platinum,East,Medium,3,0
C2677,19,Male,8,271.46,5,156,42,Gold,South,High,6,0
C2678,44,Female,4,196.82,10,59,94,Silver,North,Medium,0,0
C2679,26,Female,3,199.2,8,10,74,Platinum,East,High,5,0
C2680,18,Female,6,466.31,10,89,63,Platinum,West,Low,9,0
C2681,28,Male,8,407.06,7,124,16,Basic,North,Medium,5,0
C2682,20,Male,9,203.17,9,100,58,Basic,West,Medium,6,0
C2683,69,Female,6,172.53,11,90,55,Platinum,South,Medium,8,0
C2684,40,Male,5,160.34,1,26,42,Silver,West,High,6,0
C2685,43,Male,2,413.9,6,77,50,Basic,North,Medium,2,0
C2686,21,Female,2,100.06,6,17,14,Silver,South,Medium,3,0
C2687,35,Male,9,109.16,2,168,13,Basic,East,Medium,0,0
C2688,23,Male,2,294.78,11,68,91,Basic,West,Medium,4,0
C2689,52,Female,2,445.67,8,23,98,Basic,South,Low,6,0
C2690,39,Male,3,447.52,6,163,56,Basic,South,Medium,2,0
C2691,60,Male,3,315.06,11,9,55,Basic,East,Medium,5,0
C2692,32,Male,4,445.54,10,45,26,Gold,East,High,2,0
C2693,39,Male,7,360.55,9,165,77,Basic,North,Low,3,0
C2694,54,Male,9,588.47,10,147,87,Basic,South,Medium,4,0
C2695,69,Male,2,181.23,5,75,76,Basic,South,Low,5,1
C2696,59,Male,4,400.33,7,27,72,Silver,North,Low,5,0
C2697,29,Male,9,345.62,6,141,9,Platinum,West,Medium,0,0
C2698,64,Female,2,197.23,11,140,87,Basic,South,Low,7,1
C2699,66,Female,1,475.0,5,9,86,Basic,South,Medium,2,0
C2700,59,Female,8,237.75,6,92,33,Basic,West,Medium,3,0
C2701,55,Female,9,290.85,4,77,87,Silver,East,Low,7,0
C2702,35,Male,7,287.42,3,84,10,Basic,East,Medium,4,0
C2703,62,Female,8,222.1,1,77,73,Basic,East,Low,5,0
C2704,52,Female,4,315.35,1,155,62,Basic,North,High,0,0
C2705,47,Male,4,336.67,6,29,47,Basic,West,Low,7,0
C2706,41,Male,2,472.11,9,150,73,Gold,East,Low,4,1
C2707,59,Male,8,482.53,8,73,76,Basic,North,Medium,0,0
C2708,47,Male,2,179.28,2,88,95,Basic,West,High,6,0
C2709,31,Male,9,396.39,9,106,41,Gold,East,High,1,0
C2710,23,Female,4,548.1,8,147,62,Gold,South,Low,5,0
C2711,20,Male,1,154.39,9,38,41,Basic,South,Low,2,0
C2712,33,Female,4,336.46,4,95,86,Platinum,East,Medium,5,0
C2713,24,Female,3,475.18,9,39,30,Silver,East,High,8,0
C2714,69,Male,6,405.75,2,143,46,Basic,North,Medium,5,0
C2715,31,Female,7,150.29,1,54,20,Basic,South,Medium,0,0
C2716,26,Female,8,298.3,9,160,26,Basic,West,Low,5,0
C2717,32,Male,2,353.62,10,110,27,Basic,East,Low,2,1
C2718,38,Female,6,597.92,8,112,51,Basic,West,Medium,3,0
C2719,52,Female,6,189.3,7,174,71,Silver,East,Low,3,0
C2720,19,Female,5,591.21,8,52,7,Gold,South,Low,8,0
C2721,44,Male,7,288.07,1,162,16,Basic,East,Low,7,0
C2722,19,Male,3,200.16,9,35,27,Basic,West,Medium,6,0
C2723,52,Male,4,307.05,10,37,15,Basic,South,Low,4,0
C2724,35,Female,9,407.0,11,78,56,Silver,East,Medium,9,0
C2725,31,Male,4,206.75,9,61,54,Silver,South,High,3,0
C2726,37,Female,3,245.72,11,111,61,Basic,North,Low,2,0
C2727,35,Male,2,527.27,9,114,68,Silver,West,Medium,0,0
C2728,27,Female,5,599.5,6,177,50,Basic,East,High,8,0
C2729,42,Male,4,259.09,4,9,33,Silver,East,Medium,7,0
C2730,19,Male,8,174.43,2,19,74,Basic,East,Low,0,0
C2731,42,Female,7,496.59,11,121,50,Basic,West,Low,1,0
C2732,50,Male,6,400.23,4,105,20,Basic,North,Medium,0,0
C2733,53,Female,2,150.2,7,156,55,Gold,West,Medium,0,0
C2734,48,Male,3,573.39,1,80,15,Silver,East,Low,8,0
C2735,31,Male,9,139.02,9,26,15,Platinum,West,High,4,0
C2736,18,Female,9,412.68,3,166,67,Basic,East,Medium,2,0
C2737,63,Female,5,311.97,4,40,57,Basic,West,Low,1,0
C2738,33,Female,3,378.31,5,25,93,Basic,South,Medium,7,0
C2739,63,Male,2,206.61,3,99,62,Silver,West,Low,7,1
C2740,69,Female,8,444.06,4,118,23,Gold,East,Medium,5,0
C2741,20,Male,6,579.86,5,69,36,Gold,East,Low,1,0
C2742,52,Female,7,329.21,1,71,54,Silver,West,Medium,0,0
C2743,58,Female,1,361.48,9,151,76,Silver,West,Low,5,1
C2744,23,Female,1,219.91,10,89,59,Gold,South,Medium,0,0
C2745,42,Female,2,545.93,10,65,80,Basic,North,Low,5,1
C2746,30,Female,3,585.59,4,150,45,Gold,North,Medium,9,0
C2747,51,Female,1,493.15,9,64,74,Gold,South,Low,1,1
C2748,25,Male,5,371.39,4,58,25,Basic,North,Low,6,0
C2749,38,Female,3,578.4,1,156,30,Silver,North,Low,9,0
C2750,51,Male,1,176.93,5,112,5,Basic,East,Low,1,1
C2751,21,Female,8,339.25,9,123,85,Basic,East,Medium,1,0
C2752,42,Female,6,368.8,3,97,31,Silver,East,High,5,0
C2753,32,Female,9,345.96,5,106,54,Basic,West,Medium,3,0
C2754,21,Male,3,501.21,3,4,70,Basic,West,High,5,0
C2755,62,Male,9,435.2,3,129,69,Gold,North,Low,7,0
C2756,29,Female,9,163.33,1,26,14,Basic,West,Low,9,0
C2757,49,Male,1,273.23,2,33,99,Basic,East,Medium,2,0
C2758,49,Female,3,269.54,2,27,41,Silver,West,High,4,0
C2759,45,Female,6,382.82,9,42,73,Basic,North,Medium,4,0
C2760,30,Male,8,245.73,7,71,45,Basic,East,Medium,9,0
C2761,48,Male,4,158.64,8,64,50,Basic,North,Low,8,0
C2762,31,Male,5,426.84,2,25,81,Basic,West,Low,6,0
C2763,37,Male,9,525.52,9,72,49,Basic,South,Medium,8,0
C2764,35,Female,6,565.8,3,105,92,Gold,South,Medium,7,0
C2765,46,Male,7,586.29,10,132,31,Basic,East,Low,2,0
C2766,23,Male,7,490.56,2,12,69,Basic,North,High,1,0
C2767,49,Female,4,169.85,1,58,88,Platinum,South,High,2,0
C2768,46,Male,4,526.56,9,95,12,Gold,South,High,5,0
C2769,60,Male,4,299.98,8,139,71,Basic,East,High,9,0
C2770,19,Male,5,464.96,11,101,53,Silver,East,Low,3,0
C2771,40,Male,5,365.63,4,108,93,Silver,North,High,0,0
C2772,36,Female,8,514.3,7,59,93,Silver,South,Medium,9,0
C2773,48,Female,9,312.75,3,117,18,Silver,North,High,9,0
C2774,68,Male,2,130.9,3,164,66,Basic,North,Low,8,1
C2775,22,Male,7,378.41,4,109,47,Basic,East,Medium,5,0
C2776,36,Female,1,185.65,2,22,31,Basic,North,Low,0,0
C2777,51,Male,1,582.76,10,65,31,Silver,West,Low,2,1
C2778,27,Male,4,363.48,4,50,72,Silver,North,High,0,0
C2779,42,Male,7,376.78,10,4,79,Basic,South,High,8,0
C2780,19,Male,2,553.63,3,102,52,Basic,North,Medium,3,0
C2781,28,Male,2,412.29,8,43,71,Platinum,West,Medium,1,0
C2782,67,Male,1,251.36,11,105,29,Basic,West,Medium,3,0
C2783,48,Male,2,248.05,2,174,68,Basic,South,Medium,1,0
C2784,32,Male,7,350.79,11,4,28,Silver,South,Medium,5,0
C2785,26,Male,9,533.3,9,141,13,Basic,North,Medium,5,0
C2786,40,Female,6,497.36,3,166,12,Basic,West,Medium,6,0
C2787,36,Female,2,581.37,4,173,99,Basic,West,High,8,0
C2788,26,Female,9,135.94,10,153,63,Silver,North,Medium,8,0
C2789,52,Male,7,234.16,10,67,21,Basic,South,Medium,3,0
C2790,38,Male,1,140.1,3,55,47,Gold,West,High,8,0
C2791,26,Female,9,475.54,3,96,99,Basic,North,High,7,0
C2792,45,Male,2,170.42,8,167,72,Silver,South,High,0,0
C2793,63,Female,4,149.94,8,65,8,Basic,North,Medium,6,0
C2794,68,Male,9,380.84,6,75,12,Basic,South,Medium,6,0
C2795,24,Female,4,305.74,4,130,46,Silver,South,Low,9,0
C2796,33,Female,3,457.55,1,120,53,Basic,West,Low,3,0
C2797,33,Female,1,343.51,4,86,10,Silver,East,Medium,6,0
C2798,50,Male,7,312.67,8,62,77,Basic,West,Low,9,0
C2799,21,Female,6,312.75,6,174,46,Basic,North,Medium,9,0
C2800,21,Male,4,535.94,2,112,76,Silver,South,High,4,0
C2801,56,Male,6,297.61,3,159,36,Silver,West,High,4,0
C2802,57,Male,6,266.7,7,163,19,Basic,South,Low,4,0
C2803,34,Male,4,269.27,11,126,86,Gold,West,Medium,5,0
C2804,54,Male,6,198.3,11,173,91,Basic,North,High,6,0
C2805,56,Male,8,530.34,4,77,73,Basic,North,Medium,4,0
C2806,69,Male,3,173.32,4,122,31,Basic,North,High,8,0
C2807,46,Female,4,554.31,5,157,70,Basic,West,High,8,0
C2808,69,Female,1,241.73,8,8,63,Basic,East,Medium,6,0
C2809,53,Female,4,549.71,7,54,32,Silver,North,Medium,9,0
C2810,55,Male,9,495.41,9,135,28,Basic,West,Medium,2,0
C2811,56,Male,8,390.99,5,83,55,Basic,East,Medium,3,0
C2812,67,Male,4,434.74,1,103,25,Platinum,West,Medium,3,0
C2813,54,Male,7,262.92,4,151,35,Basic,West,Medium,6,0
C2814,69,Female,3,387.11,6,100,79,Basic,North,High,1,0
C2815,52,Male,9,246.2,6,32,54,Basic,East,Low,4,0
C2816,24,Female,4,301.14,9,62,96,Basic,West,High,3,0
C2817,44,Male,2,482.33,10,173,44,Basic,West,Medium,9,0
C2818,45,Female,5,221.97,5,30,72,Basic,West,High,8,0
C2819,39,Male,2,519.42,5,106,20,Silver,West,Low,0,1
C2820,31,Female,6,287.94,6,39,80,Silver,North,Low,9,0
C2821,24,Male,1,366.08,11,133,90,Silver,West,Medium,2,0
C2822,54,Female,6,570.98,6,22,67,Silver,East,Medium,5,0
C2823,39,Male,4,440.63,3,156,60,Basic,South,Low,3,0
C2824,22,Female,3,422.8,6,150,84,Basic,East,High,2,0
C2825,19,Female,2,455.8,8,128,28,Silver,West,Medium,5,0
C2826,44,Male,7,559.06,6,29,32,Basic,West,High,2,0
C2827,38,Female,9,224.26,11,171,97,Basic,East,Medium,6,0
C2828,55,Male,3,406.62,5,42,89,Silver,South,Low,0,0
C2829,32,Male,6,300.2,3,60,93,Basic,North,Medium,8,0
C2830,38,Male,9,105.93,1,119,35,Silver,South,High,9,0
C2831,27,Female,2,162.65,5,77,19,Basic,South,Medium,1,0
C2832,40,Female,7,262.5,6,96,46,Platinum,South,Low,3,0
C2833,56,Male,5,382.5,6,86,54,Silver,East,High,5,0
C2834,22,Male,5,540.74,6,112,90,Basic,South,Low,5,0
C2835,18,Female,7,495.56,3,84,9,Silver,North,Medium,7,0
C2836,30,Female,9,376.67,4,6,52,Silver,West,Medium,7,0
C2837,38,Female,4,136.94,3,73,17,Silver,East,Medium,3,0
C2838,43,Male,9,242.95,2,156,36,Basic,East,Low,5,0
C2839,67,Male,9,283.35,8,77,71,Basic,South,High,8,0
C2840,62,Male,4,410.86,7,31,83,Basic,West,High,6,0
C2841,38,Male,3,132.46,11,39,95,Basic,West,Medium,7,0
C2842,35,Male,2,365.1,8,50,95,Gold,West,Low,7,0
C2843,54,Female,9,550.73,6,78,34,Basic,East,Low,1,0
C2844,62,Male,2,452.72,11,126,10,Basic,North,Low,6,1
C2845,49,Female,6,498.54,7,165,29,Basic,West,Medium,2,0
C2846,53,Female,5,440.84,1,109,32,Gold,East,Medium,6,0
C2847,34,Male,5,203.29,10,88,66,Silver,South,Low,1,0
C2848,52,Female,4,155.24,5,15,26,Silver,West,Medium,0,0
C2849,66,Male,6,514.75,4,51,72,Gold,South,Medium,8,0
C2850,28,Female,5,447.75,10,23,19,Gold,West,High,9,0
C2851,38,Male,4,387.53,3,153,30,Silver,South,Medium,9,0
C2852,69,Male,9,194.64,2,174,67,Basic,East,Medium,0,0
C2853,43,Female,6,401.67,9,151,22,Basic,South,Medium,0,0
C2854,21,Male,3,115.66,8,10,77,Silver,East,Medium,2,0
C2855,51,Female,6,159.42,10,73,67,Basic,South,Medium,0,0
C2856,69,Male,1,255.95,2,113,66,Silver,South,Medium,6,0
C2857,65,Male,5,321.87,6,77,72,Basic,South,Medium,6,0
C2858,35,Male,6,160.28,3,32,52,Silver,West,Medium,7,0
C2859,57,Female,8,159.97,3,113,54,Basic,North,High,1,0
C2860,52,Female,9,462.95,5,179,67,Basic,North,Medium,6,0
C2861,58,Male,3,384.86,7,169,73,Silver,West,Medium,8,0
C2862,46,Female,2,366.87,7,65,10,Basic,South,Medium,9,0
C2863,69,Male,4,326.22,11,101,62,Silver,South,Low,4,0
C2864,46,Female,8,588.27,10,168,55,Silver,West,Medium,9,0
C2865,55,Female,8,124.9,1,18,16,Platinum,East,High,2,0
C2866,59,Male,3,190.31,11,164,99,Gold,East,Medium,8,0
C2867,38,Male,4,423.75,7,31,51,Basic,West,Low,0,0
C2868,59,Male,3,168.18,7,54,13,Silver,North,Medium,2,0
C2869,30,Male,2,394.69,6,63,11,Basic,East,Low,1,1
C2870,66,Male,4,383.88,6,1,33,Basic,West,Medium,1,0
C2871,58,Female,6,585.5,2,9,82,Silver,East,Low,2,0
C2872,34,Female,5,541.69,3,120,55,Silver,West,Medium,9,0
C2873,26,Male,3,572.78,3,92,88,Basic,East,Medium,6,0
C2874,58,Male,2,156.8,3,90,59,Basic,East,Medium,5,0
C2875,18,Male,9,534.07,2,116,63,Gold,West,Medium,8,0
C2876,19,Female,1,164.55,9,56,60,Basic,North,Low,9,0
C2877,65,Male,9,416.47,6,175,26,Gold,North,Medium,9,0
C2878,46,Male,1,460.04,2,3,22,Silver,East,Medium,2,0
C2879,50,Female,7,180.43,3,130,62,Basic,East,Low,4,0
C2880,27,Female,6,416.33,10,54,44,Basic,North,Medium,8,0
C2881,67,Female,7,126.23,6,37,93,Basic,West,Medium,2,0
C2882,57,Female,3,246.63,4,159,35,Gold,South,Low,7,0
C2883,38,Male,3,560.58,7,97,60,Gold,East,Low,8,0
C2884,45,Female,1,185.87,6,12,39,Silver,South,Low,6,0
C2885,28,Female,4,132.63,6,112,30,Basic,East,Medium,5,0
C2886,51,Male,2,321.84,3,154,72,Silver,North,Low,5,1
C2887,25,Male,8,525.31,11,78,88,Basic,West,Low,5,0
C2888,39,Male,3,138.34,8,140,38,Silver,East,Medium,4,0
C2889,25,Female,7,277.77,9,90,80,Basic,South,High,6,0
C2890,66,Male,7,549.89,6,144,20,Gold,North,Medium,6,0
C2891,32,Female,9,159.08,2,72,46,Silver,East,High,6,0
C2892,34,Female,6,255.33,1,177,9,Basic,West,Low,2,0
C2893,40,Female,1,489.21,3,177,65,Gold,East,Low,5,1
C2894,41,Male,8,371.61,3,92,48,Basic,West,Low,8,0
C2895,62,Female,1,516.17,8,7,39,Basic,West,High,8,0
C2896,36,Male,3,155.8,5,15,95,Basic,North,Medium,3,0
C2897,22,Male,5,560.28,1,105,5,Silver,East,Medium,8,0
C2898,49,Male,8,567.46,11,164,47,Gold,West,Medium,1,0
C2899,61,Female,9,177.66,4,72,36,Gold,North,Medium,7,0
C2900,18,Female,7,116.94,7,74,67,Silver,East,Medium,1,0
C2901,40,Female,9,594.92,5,143,37,Basic,West,Medium,4,0
C2902,54,Male,3,341.13,10,62,99,Basic,North,High,5,0
C2903,25,Female,5,386.04,6,146,81,Basic,East,Medium,1,0
C2904,30,Female,8,407.95,10,46,70,Gold,West,Medium,8,0
C2905,25,Female,1,494.83,4,105,34,Platinum,North,Medium,5,0
C2906,40,Female,8,505.99,2,109,14,Basic,North,High,7,0
C2907,60,Female,7,196.96,9,61,27,Silver,East,Low,3,0
C2908,18,Male,1,218.32,2,121,43,Silver,North,Low,2,1
